2000.148438  5.47349987556e-09
2001.522095  5.54830004162e-09
2002.895874  5.63359980887e-09
2004.269531  5.56600010526e-09
2005.643188  5.55569990013e-09
2007.016968  5.54409984588e-09
2008.390625  5.4737001598e-09
2009.764404  5.56969981247e-09
2011.138062  5.38289990359e-09
2012.511841  5.29660004744e-09
2013.88562  5.3694000357e-09
2015.259277  5.42590017361e-09
2016.633057  5.4293001206e-09
2018.006836  5.42579980944e-09
2019.380615  5.41839995094e-09
2020.754395  5.40940003901e-09
2022.128174  5.39000000188e-09
2023.501953  5.4595998833e-09
2024.875732  5.46509992816e-09
2026.249512  5.35519983913e-09
2027.623413  5.41359979067e-09
2028.997192  5.49030021446e-09
2030.370972  5.53720003182e-09
2031.744873  5.52509993312e-09
2033.118652  5.37859978778e-09
2034.492554  5.3721000981e-09
2035.866333  5.37669997414e-09
2037.240234  5.3415001311e-09
2038.614136  5.34679989173e-09
2039.988037  5.35530020329e-09
2041.361816  5.28339993977e-09
2042.735718  5.3996997984e-09
2044.109619  5.47810019569e-09
2045.483521  5.55789991807e-09
2046.857422  5.6022000372e-09
2048.231445  5.56540014074e-09
2049.605225  5.54820012155e-09
2050.979248  5.54220003224e-09
2052.353027  5.51969980833e-09
2053.727051  5.45660006068e-09
2055.101074  5.29889998546e-09
2056.474854  5.23860022028e-09
2057.848877  5.30409982602e-09
2059.2229  5.32490007643e-09
2060.596924  5.3943001177e-09
2061.970703  5.29119992265e-09
2063.344727  5.20129983528e-09
2064.71875  5.2409001583e-09
2066.092773  5.19559995027e-09
2067.466797  5.18389997595e-09
2068.84082  5.2604001155e-09
2070.214844  5.32059996061e-09
2071.588867  5.32839994349e-09
2072.962891  5.29459986964e-09
2074.336914  5.3149000756e-09
2075.710938  5.39009992195e-09
2077.084961  5.44870015773e-09
2078.458984  5.45569989185e-09
2079.833008  5.39830002921e-09
2081.207031  5.38229993907e-09
2082.581055  5.43579981027e-09
2083.955078  5.43550005005e-09
2085.329346  5.39399991339e-09
2086.703369  5.4283000317e-09
2088.077393  5.42050004881e-09
2089.451416  5.4027000651e-09
2090.825684  5.35839994598e-09
2092.199707  5.37870015194e-09
2093.57373  5.33909982892e-09
2094.947754  5.25229992832e-09
2096.322021  5.2742001877e-09
2097.696045  5.24519983003e-09
2099.070312  5.27999999278e-09
2100.444336  5.32270005849e-09
2101.818604  5.25820009756e-09
2103.192627  5.26889998298e-09
2104.566895  5.27059995648e-09
2105.940918  5.36289990194e-09
2107.315186  5.30770005724e-09
2108.689209  5.12330000646e-09
2110.063477  5.05619990321e-09
2111.4375  5.06310016135e-09
2112.811768  5.07239983349e-09
2114.186035  5.07219999335e-09
2115.560059  5.22370013911e-09
2116.934326  5.33169997041e-09
2118.308594  5.30760013717e-09
2119.682617  5.28079979745e-09
2121.056885  5.2812998419e-09
2122.431152  5.26380006249e-09
2123.80542  5.21349985405e-09
2125.179443  5.14700015941e-09
2126.553711  5.06629982411e-09
2127.927979  5.06310016135e-09
2129.302246  4.98619989742e-09
2130.676514  4.86169993152e-09
2132.050537  4.71770000843e-09
2133.424805  4.57559989897e-09
2134.799072  4.41509984128e-09
2136.17334  4.50659998208e-09
2137.547607  4.78789985436e-09
2138.921875  4.86129980715e-09
2140.296143  4.86590012727e-09
2141.67041  4.96920016246e-09
2143.044678  5.06770003739e-09
2144.418945  5.09579978214e-09
2145.793213  5.11899989064e-09
2147.16748  5.03799979512e-09
2148.541748  5.02870012298e-09
2149.916016  5.02980013195e-09
2151.290527  4.95040008985e-09
2152.664795  4.97509988762e-09
2154.039062  5.08899988816e-09
2155.41333  5.13109998934e-09
2156.787598  5.13970022098e-09
2158.161865  5.10160003131e-09
2159.536377  4.94169993814e-09
2160.910645  4.916600016e-09
2162.284912  4.88870011139e-09
2163.65918  4.94629981418e-09
2165.033691  4.94499996506e-09
2166.407959  4.86030016233e-09
2167.782227  4.80800022018e-09
2169.156738  4.75370010022e-09
2170.531006  4.74069983269e-09
2171.905273  4.81459982993e-09
2173.279785  4.86360018925e-09
2174.654053  4.75870010064e-09
2176.02832  4.61210003522e-09
2177.402832  4.72739980495e-09
2178.7771  4.83590012479e-09
2180.151611  4.88750018235e-09
2181.525879  4.95430008129e-09
2182.900146  5.03430008791e-09
2184.274658  4.92820007025e-09
2185.648926  4.83480011582e-09
2187.023438  4.78169992491e-09
2188.397705  4.70310013156e-09
2189.772217  4.81270001629e-09
2191.146484  4.91210006004e-09
2192.520996  4.86799978106e-09
2193.895508  4.91370011346e-09
2195.269775  5.03129982121e-09
2196.644287  5.05330000067e-09
2198.018555  5.04069985752e-09
2199.393066  5.01219998839e-09
2200.767334  4.95829999281e-09
2202.141846  4.87899987078e-09
2203.516357  4.97420016288e-09
2204.890625  4.97189978077e-09
2206.265137  4.8284998222e-09
2207.639648  4.67750016497e-09
2209.013916  4.69650007773e-09
2210.388428  4.62760008091e-09
2211.762939  4.52509985038e-09
2213.137207  4.59880000747e-09
2214.511719  4.53329995764e-09
2215.88623  4.5691002093e-09
2217.260742  4.55150006573e-09
2218.63501  4.61880000913e-09
2220.009521  4.65710003894e-09
2221.384033  4.5876000776e-09
2222.758545  4.6393999753e-09
2224.132812  4.53190018845e-09
2225.507324  4.50269999064e-09
2226.881836  4.53829995806e-09
2228.256348  4.50349979531e-09
