6.646535084425308924e+03 5.442220103782290607e+03 5.126136724515226462e+01
6.647113992998884896e+03 6.271527824793040054e+03 5.879656021276345967e+01
6.647692903220453445e+03 6.396330138872090174e+03 5.984845701379583716e+01
6.648271815078433065e+03 5.164523354107384876e+03 4.847711854233359219e+01
6.648850728561244068e+03 5.848455945891051670e+03 5.508142712340639946e+01
6.649429643657306769e+03 6.365511589874333367e+03 5.959042924777779859e+01
6.650008560355043301e+03 5.764124733617110905e+03 5.431051833371864035e+01
6.650587478642874885e+03 5.871842050510676927e+03 5.529330627273753151e+01
6.651166398509223654e+03 5.189674115900781544e+03 4.873583675244387337e+01
6.651745319942509013e+03 4.857300644981072764e+03 4.519743701849863982e+01
6.652324242931157642e+03 5.055833598311488458e+03 4.734280585655614715e+01
6.652903167463591672e+03 5.159243941823098794e+03 4.842263530502214763e+01
6.653482093528234145e+03 6.240817348625925661e+03 5.853481884046454553e+01
6.654061021113509014e+03 5.449215105120663793e+03 5.132955068165649237e+01
6.654639950207841139e+03 5.725062063803979981e+03 5.394969630928480342e+01
6.655218880799656290e+03 5.130752134385956197e+03 4.812753684166720802e+01
6.655797812877377510e+03 5.978054705974420358e+03 5.624555426017685278e+01
6.656376746429433297e+03 5.943101200176211023e+03 5.593396882249898994e+01
6.656955681444249421e+03 6.538738559990293652e+03 6.102660262582516992e+01
6.657534617910253473e+03 5.502396493973330507e+03 5.184500132156819774e+01
6.658113555815872132e+03 5.230086581570310955e+03 4.914869529937075754e+01
6.658692495149533897e+03 5.878880113462040754e+03 5.535691268055073522e+01
6.659271435899667267e+03 5.160552953352338591e+03 4.843614994415241881e+01
6.659850378054701650e+03 6.361394899966297089e+03 5.955587769503841855e+01
6.660429321603065546e+03 5.703367288722629382e+03 5.374825538361880461e+01
6.661008266533192000e+03 5.579242464298375126e+03 5.258089132335484805e+01
6.661587212833508602e+03 5.232844984553223185e+03 4.917674910578475078e+01
6.662166160492450217e+03 5.295450080483520651e+03 4.980921349051396874e+01
6.662745109498446254e+03 5.875009999819472796e+03 5.532194562630233037e+01
6.663324059839928850e+03 5.591648046624701237e+03 5.269872593037501218e+01
6.663903011505333779e+03 4.892199877190642837e+03 4.558187737742623113e+01
6.664481964483093179e+03 6.518436921404178065e+03 6.086004099131265122e+01
6.665060918761641915e+03 5.165389799736529312e+03 4.848605436408089275e+01
6.665639874329416671e+03 5.594512005644963210e+03 5.272589187206833827e+01
6.666218831174849583e+03 5.623139128665698081e+03 5.299666778888816765e+01
6.666797789286380066e+03 5.738061678782407398e+03 5.407004112114661609e+01
6.667376748652444803e+03 5.695492231215274842e+03 5.367494666299495520e+01
6.667955709261480479e+03 5.486671782449616330e+03 5.169312769130626606e+01
6.668534671101926506e+03 6.156815737483235353e+03 5.781283080375249739e+01
6.669113634162221388e+03 4.756552856041655104e+03 4.406881577829989283e+01
6.669692598430805447e+03 6.023196283825354840e+03 5.664542304445640042e+01
6.670271563896118096e+03 5.076225414949069091e+03 4.755768164039482571e+01
6.670850530546602386e+03 5.682684870681611756e+03 5.355550894858240696e+01
6.671429498370698639e+03 5.120042868062413618e+03 4.801614870147846403e+01
6.672008467356849906e+03 5.618238378174379250e+03 5.295041119986186828e+01
6.672587437493500147e+03 5.658006180861233588e+03 5.332460828661859153e+01
6.673166408769093323e+03 5.849830060497346494e+03 5.509389919544109659e+01
6.673745381172074303e+03 5.136164548653454403e+03 4.818373394324616754e+01
6.674324354690887048e+03 5.623608596457117528e+03 5.300109682371861908e+01
6.674903329313980976e+03 4.805573016816462768e+03 4.462152714639584872e+01
6.675482305029801864e+03 5.697711728843236415e+03 5.369561804191580734e+01
6.676061281826798222e+03 5.654412579863472274e+03 5.329090211211994443e+01
6.676640259693416738e+03 4.842732606116549505e+03 4.503598865548116237e+01
6.677219238618109557e+03 5.592718203349282703e+03 5.270887848749354987e+01
6.677798218589327007e+03 5.043655401230760617e+03 4.721401348424892319e+01
6.678377199595519414e+03 5.599438036284623195e+03 5.277258477983338025e+01
6.678956181625138015e+03 6.325663228614511354e+03 5.925513392672899471e+01
6.679535164666638593e+03 6.021459279730399430e+03 5.663008871430873370e+01
6.680114148708472385e+03 6.121355473103405529e+03 5.750533141512605795e+01
6.680693133739095174e+03 5.993717599988230177e+03 5.638461907336350976e+01
6.681272119746960925e+03 6.038975390512194281e+03 5.678453186011373788e+01
6.681851106720528151e+03 5.462681417688419970e+03 5.146055854485548053e+01
6.682430094648253544e+03 5.832318754781781536e+03 5.493474695347070735e+01
6.683009083518594707e+03 4.709053410763006468e+03 4.352655601840196198e+01
6.683588073320011972e+03 5.321213433565306332e+03 5.006716590366768571e+01
6.684167064040963851e+03 5.623730009423384217e+03 5.300224219298144135e+01
6.684746055669910675e+03 5.418946120028113000e+03 5.103384943435280263e+01
6.685325048195316413e+03 6.548001753315802489e+03 6.110245020762981483e+01
6.685904041605643215e+03 5.211150248688849388e+03 4.895567297820476682e+01
6.686483035889354142e+03 6.106863012493598035e+03 5.737918333815562733e+01
6.687062031034914980e+03 6.333993830486035222e+03 5.932538662786878803e+01
6.687641027030790610e+03 5.508506079920171032e+03 5.190388952651091614e+01
6.688220023865447729e+03 5.954806049370687106e+03 5.603850209838558527e+01
6.688799021527353034e+03 5.796216195361306745e+03 5.460516334030496921e+01
6.689378020004975951e+03 5.376693350431412000e+03 5.061818861329877706e+01
6.689957019286787727e+03 6.306912109643732038e+03 5.909669853472198042e+01
6.690536019361256876e+03 5.787993045163937495e+03 5.452981490179492141e+01
6.691115020216856465e+03 5.339976614653161050e+03 5.025419666767383120e+01
6.691694021842055918e+03 5.660327829957628637e+03 5.334637286655679134e+01
6.692273024225333756e+03 5.447724380495876176e+03 5.131502751198672740e+01
6.692852027355161226e+03 5.351122593630054325e+03 5.036497058164665219e+01
6.693431031220015939e+03 6.320992645640367300e+03 5.921571002445588761e+01
6.694010035808374596e+03 5.561264287345736193e+03 5.240965517350609559e+01
6.694589041108712081e+03 5.483941024714215018e+03 5.166670777951981819e+01
6.695168047109512372e+03 5.762878192133394805e+03 5.429904106145404796e+01
6.695747053799251262e+03 6.053346856990587185e+03 5.691093502175715457e+01
6.696326061166413638e+03 5.629172282119999181e+03 5.305355737535492722e+01
6.696905069199479840e+03 5.173009558748704876e+03 4.856456760652546478e+01
6.697484077886932027e+03 5.405269226939640248e+03 5.089967480249474363e+01
6.698063087217256907e+03 7.242999581381924145e+03 6.654703035780035236e+01
6.698642097178938457e+03 6.627029196109660916e+03 6.174574369274159835e+01
6.699221107760464292e+03 6.536141388432668464e+03 6.100531990320800446e+01
6.699800118950323849e+03 5.628984663879843538e+03 5.305178914928243472e+01
6.700379130737002924e+03 6.520586199961157035e+03 6.087769598154348216e+01
6.700958143108995500e+03 6.037488586601239149e+03 5.677143872284123205e+01
6.701537156054789193e+03 5.737196463870625848e+03 5.406203965751480922e+01
6.702116169562878895e+03 6.009841522067647020e+03 5.652741980780412234e+01
