# File generated by CMD 3.2 (http://stev.oapd.inaf.it/cmd) on Thu Mar 28 17:39:31 CET 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR1 G, G_BP and G_RP (Vegamags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: simulations of mass 1.0e4 Msun
# Z         age       Mini           Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.01471132  2.11e+07  0.2691277564   0.269 -1.568  3.4806  4.310    0  0.000  0.545     0.00     0.00 -1 -4.65e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.690 9.941 11.697 8.634
0.01471132  2.11e+07  0.3946450651   0.394 -1.326  3.5066  4.339    0  0.000  0.545     0.00     0.00 -1 -6.47e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.086 9.111 10.608 7.882
0.01471132  2.11e+07  1.2240972519   1.224  0.331  3.8045  4.364    0  0.000  0.538     0.00     0.00 -1  -1.1e-13      0.00 7.108e-01 2.745e-01 2.620e-03 7.153e-04 6.496e-03 -1.000 1.477e-02 3.942 3.801 4.048 3.408
0.01471132  2.11e+07  0.4003590345   0.400 -1.317  3.5076  4.340    0  0.000  0.545     0.00     0.00 -1 -6.56e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.062 9.080 10.568 7.853
0.01471132  2.11e+07  0.2011110038   0.201 -1.756  3.4607  4.292    0  0.000  0.545     0.00     0.00 -1 -3.53e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.159 10.614 12.609 9.249
0.01471132  2.11e+07  0.6718797088   0.672 -0.936  3.5576  4.383    0  0.000  0.545     0.00     0.00 -1 -1.16e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.110 7.783 8.906 6.706
0.01471132  2.11e+07  0.4603870809   0.460 -1.228  3.5180  4.352    0  0.000  0.545     0.00     0.00 -1  -7.4e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.839 8.780 10.185 7.583
0.01471132  2.11e+07  0.2612311542   0.261 -1.587  3.4785  4.308    0  0.000  0.545     0.00     0.00 -1 -4.52e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.738 10.011 11.791 8.697
0.01471132  2.11e+07  0.5655896664   0.565 -1.087  3.5355  4.372    0  0.000  0.545     0.00     0.00 -1 -9.02e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.488 8.308 9.580 7.162
0.01471132  2.11e+07  0.5137054920   0.514 -1.156  3.5270  4.364    0  0.000  0.545     0.00     0.00 -1 -8.15e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.660 8.537 9.872 7.366
0.01471132  2.11e+07  0.2733627856   0.273 -1.558  3.4817  4.311    0  0.000  0.545     0.00     0.00 -1 -4.71e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.664 9.904 11.646 8.601
0.01471132  2.11e+07  0.5615550280   0.561 -1.093  3.5348  4.371    0  0.000  0.545     0.00     0.00 -1 -8.94e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.502 8.326 9.603 7.178
0.01471132  2.11e+07  0.1784362048   0.178 -1.833  3.4522  4.283    0  0.000  0.545     0.00     0.00 -1 -3.19e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.353 10.908 13.024 9.517
0.01471132  2.11e+07  0.1482587755   0.148 -1.955  3.4387  4.270    0  0.000  0.545     0.00     0.00 -1 -2.69e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.657 11.375 13.684 9.945
0.01471132  2.11e+07  0.6702315807   0.670 -0.939  3.5571  4.383    0  0.000  0.545     0.00     0.00 -1 -1.15e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.116 7.793 8.919 6.714
0.01471132  2.11e+07  0.1756855249   0.175 -1.844  3.4511  4.282    0  0.000  0.545     0.00     0.00 -1 -3.14e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.379 10.947 13.079 9.552
0.01471132  2.11e+07  0.0981145129   0.098 -2.226  3.4094  4.245    0  0.000  0.545     0.00     0.00 -1 -1.82e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.334 12.335 14.988 10.845
0.01471132  2.11e+07  0.2667409182   0.266 -1.574  3.4800  4.309    0  0.000  0.545     0.00     0.00 -1 -4.61e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.704 9.962 11.725 8.653
0.01471132  2.11e+07  0.0906083956   0.091 -2.277  3.4038  4.240    0  0.000  0.545     0.00     0.00 -1  -1.7e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.462 12.462 15.114 10.973
0.01471132  2.11e+07  0.9763138294   0.976 -0.218  3.7044  4.415    0  0.000  0.538     0.00     0.00 -1 -4.75e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.498e-03 -1.000 1.477e-02 5.316 5.269 5.742 4.639
0.01471132  2.11e+07  0.6190279722   0.619 -1.015  3.5453  4.378    0  0.000  0.545     0.00     0.00 -1 -1.01e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.308 8.063 9.268 6.946
0.01471132  2.11e+07  0.1469477415   0.147 -1.961  3.4381  4.269    0  0.000  0.545     0.00     0.00 -1 -2.67e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.672 11.398 13.716 9.966
0.01471132  2.11e+07  0.1388389021   0.139 -1.997  3.4339  4.265    0  0.000  0.545     0.00     0.00 -1 -2.54e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.763 11.540 13.919 10.098
0.01471132  2.11e+07  0.2583529949   0.258 -1.594  3.4778  4.307    0  0.000  0.545     0.00     0.00 -1 -4.48e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.755 10.036 11.825 8.720
0.01471132  2.11e+07  0.4703391492   0.470 -1.214  3.5197  4.355    0  0.000  0.545     0.00     0.00 -1 -7.53e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.804 8.734 10.124 7.541
0.01471132  2.11e+07  0.1422294676   0.142 -1.981  3.4357  4.267    0  0.000  0.545     0.00     0.00 -1 -2.59e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.724 11.479 13.832 10.041
0.01471132  2.11e+07  0.1655479074   0.166 -1.882  3.4470  4.279    0  0.000  0.545     0.00     0.00 -1 -2.98e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.475 11.092 13.282 9.685
0.01471132  2.11e+07  0.0944346115   0.094 -2.251  3.4067  4.243    0  0.000  0.545     0.00     0.00 -1 -1.76e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.397 12.398 15.050 10.908
0.01471132  2.11e+07  0.4919506311   0.492 -1.184  3.5232  4.359    0  0.000  0.545     0.00     0.00 -1 -7.85e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.731 8.635 9.998 7.453
0.01471132  2.11e+07  0.1913929135   0.191 -1.787  3.4572  4.288    0  0.000  0.545     0.00     0.00 -1 -3.39e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.238 10.734 12.778 9.358
0.01471132  2.11e+07  0.2120647728   0.212 -1.721  3.4643  4.295    0  0.000  0.545     0.00     0.00 -1 -3.73e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.073 10.491 12.442 9.135
0.01471132  2.11e+07  0.2166633308   0.217 -1.707  3.4657  4.296    0  0.000  0.545     0.00     0.00 -1 -3.81e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.038 10.441 12.374 9.090
0.01471132  2.11e+07  0.1119341999   0.112 -2.140  3.4185  4.253    0  0.000  0.545     0.00     0.00 -1 -2.06e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.121 12.097 14.721 10.612
0.01471132  2.11e+07  0.1674326658   0.167 -1.875  3.4478  4.279    0  0.000  0.545     0.00     0.00 -1 -3.01e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.457 11.065 13.245 9.660
0.01471132  2.11e+07  0.4562068582   0.456 -1.233  3.5173  4.351    0  0.000  0.545     0.00     0.00 -1 -7.34e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.853 8.800 10.210 7.601
0.01471132  2.11e+07  0.5255923271   0.525 -1.140  3.5289  4.366    0  0.000  0.545     0.00     0.00 -1 -8.35e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.619 8.483 9.803 7.318
0.01471132  2.11e+07  0.1770635545   0.177 -1.839  3.4516  4.283    0  0.000  0.545     0.00     0.00 -1 -3.17e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.366 10.928 13.052 9.534
0.01471132  2.11e+07  2.1582021713   2.157  1.371  4.0023  4.362    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.111e-01 2.742e-01 2.617e-03 7.146e-04 6.491e-03 -1.000 1.475e-02 1.343 1.563 1.549 1.593
0.01471132  2.11e+07  0.1000778526   0.100 -2.212  3.4108  4.246    0  0.000  0.545     0.00     0.00 -1 -1.86e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.301 12.301 14.955 10.811
0.01471132  2.11e+07  0.1391212493   0.139 -1.996  3.4341  4.265    0  0.000  0.545     0.00     0.00 -1 -2.54e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.759 11.535 13.911 10.093
0.01471132  2.11e+07  0.5648469925   0.564 -1.088  3.5354  4.372    0  0.000  0.545     0.00     0.00 -1 -9.01e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.491 8.311 9.585 7.165
0.01471132  2.11e+07  0.5662704706   0.566 -1.086  3.5356  4.372    0  0.000  0.545     0.00     0.00 -1 -9.03e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.486 8.304 9.576 7.159
0.01471132  2.11e+07  0.1752075851   0.175 -1.846  3.4509  4.282    0  0.000  0.545     0.00     0.00 -1 -3.14e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.384 10.954 13.089 9.558
0.01471132  2.11e+07  0.1033831611   0.103 -2.192  3.4130  4.248    0  0.000  0.545     0.00     0.00 -1 -1.91e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.250 12.251 14.905 10.761
0.01471132  2.11e+07  0.2500292957   0.250 -1.615  3.4756  4.305    0  0.000  0.545     0.00     0.00 -1 -4.35e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.806 10.109 11.923 8.786
0.01471132  2.11e+07  3.1655027866   3.165  2.020  4.1160  4.335    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.155e-04 6.498e-03 -1.000 1.477e-02 -0.279 0.529 0.467 0.636
0.01471132  2.11e+07  0.1168761849   0.117 -2.112  3.4215  4.255    0  0.000  0.545     0.00     0.00 -1 -2.15e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.049 11.994 14.578 10.515
0.01471132  2.11e+07  0.1677321792   0.168 -1.874  3.4479  4.280    0  0.000  0.545     0.00     0.00 -1 -3.01e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.454 11.061 13.239 9.656
0.01471132  2.11e+07  0.4153175950   0.415 -1.294  3.5102  4.343    0  0.000  0.545     0.00     0.00 -1 -6.76e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.005 9.003 10.469 7.784
0.01471132  2.11e+07  0.2213128209   0.221 -1.694  3.4671  4.297    0  0.000  0.545     0.00     0.00 -1 -3.89e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.004 10.392 12.308 9.045
0.01471132  2.11e+07  0.0916620642   0.092 -2.270  3.4046  4.241    0  0.000  0.545     0.00     0.00 -1 -1.71e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.444 12.445 15.096 10.955
0.01471132  2.11e+07  0.1834640056   0.183 -1.814  3.4542  4.285    0  0.000  0.545     0.00     0.00 -1 -3.28e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.306 10.837 12.924 9.451
0.01471132  2.11e+07  0.4038770199   0.404 -1.311  3.5082  4.340    0  0.000  0.545     0.00     0.00 -1 -6.61e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.049 9.062 10.544 7.837
0.01471132  2.11e+07  0.6020755768   0.602 -1.038  3.5419  4.375    0  0.000  0.545     0.00     0.00 -1 -9.77e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.364 8.141 9.370 7.015
0.01471132  2.11e+07  0.2564866543   0.256 -1.599  3.4773  4.307    0  0.000  0.545     0.00     0.00 -1 -4.45e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.767 10.052 11.847 8.735
0.01471132  2.11e+07  0.1059618369   0.106 -2.176  3.4147  4.250    0  0.000  0.545     0.00     0.00 -1 -1.96e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.210 12.211 14.866 10.721
0.01471132  2.11e+07  0.4666902423   0.466 -1.219  3.5191  4.354    0  0.000  0.545     0.00     0.00 -1 -7.49e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.817 8.751 10.146 7.557
0.01471132  2.11e+07  0.1346054673   0.134 -2.019  3.4316  4.263    0  0.000  0.545     0.00     0.00 -1 -2.46e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.817 11.624 14.037 10.175
0.01471132  2.11e+07  1.0598793030   1.060  0.041  3.7465  4.360    0  0.000  0.538     0.00     0.00 -1 -8.08e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.498e-03 -1.000 1.477e-02 4.667 4.544 4.916 4.012
0.01471132  2.11e+07  0.3327553868   0.333 -1.433  3.4952  4.326    0  0.000  0.545     0.00     0.00 -1  -5.6e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.353 9.467 11.063 8.207
0.01471132  2.11e+07  3.3127615452   3.311  2.096  4.1285  4.328    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.155e-04 6.498e-03 -1.000 1.477e-02 -0.469 0.409 0.344 0.522
0.01471132  2.11e+07  0.2321106642   0.232 -1.662  3.4704  4.300    0  0.000  0.545     0.00     0.00 -1 -4.07e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.926 10.280 12.155 8.942
0.01471132  2.11e+07  0.1983228028   0.198 -1.764  3.4597  4.291    0  0.000  0.545     0.00     0.00 -1 -3.49e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.181 10.646 12.653 9.278
0.01471132  2.11e+07  1.8680297136   1.867  1.117  3.9525  4.354    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.110e-01 2.743e-01 2.617e-03 7.148e-04 6.492e-03 -1.000 1.476e-02 1.979 1.996 2.019 1.957
0.01471132  2.11e+07  0.3973113596   0.397 -1.322  3.5070  4.339    0  0.000  0.545     0.00     0.00 -1 -6.51e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.075 9.096 10.589 7.869
0.01471132  2.11e+07  0.2880182862   0.288 -1.524  3.4854  4.315    0  0.000  0.545     0.00     0.00 -1 -4.94e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.581 9.784 11.481 8.493
0.01471132  2.11e+07  0.1791630983   0.179 -1.831  3.4525  4.283    0  0.000  0.545     0.00     0.00 -1  -3.2e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.347 10.898 13.010 9.507
0.01471132  2.11e+07  2.2221426964   2.221  1.421  4.0118  4.362    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.111e-01 2.742e-01 2.617e-03 7.146e-04 6.491e-03 -1.000 1.477e-02 1.216 1.482 1.462 1.521
0.01471132  2.11e+07  0.1827061176   0.183 -1.817  3.4539  4.285    0  0.000  0.545     0.00     0.00 -1 -3.26e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.313 10.847 12.939 9.461
0.01471132  2.11e+07  1.0638254881   1.063  0.054  3.7485  4.356    0  0.000  0.538     0.00     0.00 -1 -8.29e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.477e-02 4.634 4.508 4.876 3.981
0.01471132  2.11e+07  0.2652947307   0.265 -1.577  3.4796  4.309    0  0.000  0.545     0.00     0.00 -1 -4.59e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.713 9.975 11.742 8.665
0.01471132  2.11e+07  0.1073685586   0.107 -2.168  3.4156  4.251    0  0.000  0.545     0.00     0.00 -1 -1.98e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.189 12.185 14.834 10.696
0.01471132  2.11e+07  0.1832535267   0.183 -1.815  3.4541  4.285    0  0.000  0.545     0.00     0.00 -1 -3.27e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.308 10.840 12.928 9.454
0.01471132  2.11e+07  0.2961942554   0.296 -1.506  3.4874  4.317    0  0.000  0.545     0.00     0.00 -1 -5.07e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.535 9.717 11.390 8.434
0.01471132  2.11e+07  0.1485377103   0.148 -1.954  3.4389  4.270    0  0.000  0.545     0.00     0.00 -1  -2.7e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.654 11.370 13.677 9.941
0.01471132  2.11e+07  0.3786678612   0.378 -1.353  3.5037  4.336    0  0.000  0.545     0.00     0.00 -1 -6.24e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.153 9.200 10.721 7.963
0.01471132  2.11e+07  0.1634967625   0.164 -1.890  3.4462  4.278    0  0.000  0.545     0.00     0.00 -1 -2.95e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.494 11.122 13.324 9.713
0.01471132  2.11e+07  0.1499509960   0.150 -1.948  3.4396  4.271    0  0.000  0.545     0.00     0.00 -1 -2.72e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.639 11.346 13.642 9.919
0.01471132  2.11e+07  0.1605842412   0.161 -1.901  3.4449  4.276    0  0.000  0.545     0.00     0.00 -1  -2.9e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.523 11.165 13.386 9.753
0.01471132  2.11e+07  0.1334137917   0.133 -2.025  3.4309  4.262    0  0.000  0.545     0.00     0.00 -1 -2.44e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.832 11.647 14.070 10.197
0.01471132  2.11e+07  0.7163197994   0.716 -0.830  3.5857  4.417    0  0.000  0.542     0.00     0.00 -1 -1.37e-14      0.00 7.107e-01 2.745e-01 2.643e-03 7.160e-04 6.497e-03 -1.000 1.477e-02 6.844 7.338 8.293 6.354
0.01471132  2.11e+07  0.1580301225   0.158 -1.912  3.4436  4.275    0  0.000  0.545     0.00     0.00 -1 -2.86e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.550 11.208 13.446 9.792
0.01471132  2.11e+07  0.1450157315   0.145 -1.969  3.4371  4.268    0  0.000  0.545     0.00     0.00 -1 -2.64e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.693 11.431 13.763 9.997
0.01471132  2.11e+07  0.2310875952   0.231 -1.665  3.4701  4.300    0  0.000  0.545     0.00     0.00 -1 -4.05e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.933 10.290 12.169 8.952
0.01471132  2.11e+07  0.1930201948   0.193 -1.782  3.4578  4.288    0  0.000  0.545     0.00     0.00 -1 -3.42e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.224 10.713 12.749 9.339
0.01471132  2.11e+07  0.1295852363   0.129 -2.045  3.4288  4.261    0  0.000  0.545     0.00     0.00 -1 -2.37e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.881 11.725 14.182 10.268
0.01471132  2.11e+07  0.1200156137   0.120 -2.094  3.4235  4.257    0  0.000  0.545     0.00     0.00 -1  -2.2e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.004 11.921 14.471 10.449
0.01471132  2.11e+07  0.4749095142   0.475 -1.207  3.5205  4.356    0  0.000  0.545     0.00     0.00 -1  -7.6e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.789 8.712 10.097 7.522
0.01471132  2.11e+07  0.4705419242   0.470 -1.213  3.5197  4.355    0  0.000  0.545     0.00     0.00 -1 -7.54e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.804 8.733 10.123 7.540
0.01471132  2.11e+07  0.2487705350   0.249 -1.618  3.4752  4.305    0  0.000  0.545     0.00     0.00 -1 -4.33e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.815 10.121 11.940 8.797
0.01471132  2.11e+07  0.2650080323   0.265 -1.578  3.4795  4.309    0  0.000  0.545     0.00     0.00 -1 -4.58e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.715 9.977 11.746 8.667
0.01471132  2.11e+07  0.0920235589   0.092 -2.267  3.4049  4.241    0  0.000  0.545     0.00     0.00 -1 -1.72e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.438 12.438 15.090 10.949
0.01471132  2.11e+07  0.2777427137   0.278 -1.547  3.4829  4.312    0  0.000  0.545     0.00     0.00 -1 -4.78e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.638 9.867 11.596 8.568
0.01471132  2.11e+07  0.1195003092   0.119 -2.096  3.4231  4.256    0  0.000  0.545     0.00     0.00 -1 -2.19e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.011 11.933 14.489 10.460
0.01471132  2.11e+07  1.0114861727   1.012 -0.114  3.7219  4.397    0  0.000  0.538     0.00     0.00 -1 -5.96e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.498e-03 -1.000 1.477e-02 5.055 4.969 5.398 4.381
0.01471132  2.11e+07  0.2950081527   0.295 -1.509  3.4871  4.317    0  0.000  0.545     0.00     0.00 -1 -5.05e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.541 9.727 11.404 8.442
0.01471132  2.11e+07  0.3218129873   0.322 -1.454  3.4929  4.323    0  0.000  0.545     0.00     0.00 -1 -5.44e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 8.406 9.539 11.155 8.272
0.01471132  2.11e+07  0.1060181409   0.106 -2.176  3.4148  4.250    0  0.000  0.545     0.00     0.00 -1 -1.96e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 10.210 12.210 14.865 10.720
0.01471132  2.11e+07  0.6629787683   0.663 -0.950  3.5552  4.383    0  0.000  0.545     0.00     0.00 -1 -1.13e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 7.146 7.835 8.974 6.751
0.01471132  2.11e+07  0.1954404265   0.195 -1.774  3.4587  4.289    0  0.000  0.545     0.00     0.00 -1 -3.46e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.497e-03 -1.000 1.477e-02 9.204 10.682 12.704 9.310
